TURBOVEG_PLOT_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
11193,Caricetum scirpoideae-rupestris,1290,225,-9999,55,0,15,0,15,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11194,Caricetum scirpoideae-rupestris,1460,315,-9999,90,0,0,4,5,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11195,Caricetum scirpoideae-rupestris,1450,315,-9999,90,0,0,2,5,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11196,Caricetum scirpoideae-rupestris,1400,135,-9999,25,0,2,5,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11197,Caricetum scirpoideae-rupestris,1390,180,-9999,45,0,6,15,15,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11198,Caricetum scirpoideae-rupestris,1370,135,-9999,25,0,2,0,45,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11199,Caricetum scirpoideae-rupestris,1390,180,-9999,25,0,1,0,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11200,Caricetum scirpoideae-rupestris,1390,135,-9999,25,0,8,0,40,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11201,Caricetum scirpoideae-rupestris,1500,135,-9999,60,0,10,10,25,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11202,Ass. Betulo glandulosae-Cladonietum stellaris,760,-9999,0,35,0,15,0,0,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11203,Ass. Betulo glandulosae-Cladonietum stellaris,760,-9999,0,40,0,10,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11204,Ass. Betulo glandulosae-Cladonietum stellaris,770,-9999,0,50,0,20,0,20,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11205,Ass. Betulo glandulosae-Cladonietum stellaris,770,-9999,0,75,0,8,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11206,Ass. Betulo glandulosae-Cladonietum stellaris,780,-9999,0,40,0,30,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11207,Ass. Betulo glandulosae-Cladonietum stellaris,730,-9999,0,15,0,25,0,0,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11208,Ass. Betulo glandulosae-Cladonietum stellaris,910,-9999,0,0,0,10,0,2,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11209,Ass. Betulo glandulosae-Cladonietum stellaris,910,-9999,0,5,0,8,0,1,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11210,Ass. Betulo glandulosae-Cladonietum stellaris,880,180,-9999,55,0,2,0,8,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11211,Ass. Betulo glandulosae-Cladonietum stellaris,880,180,-9999,35,0,5,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11212,Ass. Betulo glandulosae-Cladonietum stellaris,870,-9999,0,45,0,5,0,15,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11213,Ass. Betulo glandulosae-Cladonietum stellaris,870,270,-9999,5,0,15,0,1,"Cladonia stellaris = original Cladonia aberrans. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11214,Ass. Betulo glandulosae-Cladonietum stellaris,870,270,-9999,20,0,10,0,0,"Cladonia aberrans in original (cover 0.5 percent) - synonym to Cladonia stellaris - merged. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11215,Ass. Betulo glandulosae-Cladonietum stellaris,870,-9999,0,5,0,15,0,5,"Cladonia aberrans in original (cover 0.5 percent) - synonym to Cladonia stellaris - merged. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11216,Ass. Betulo glandulosae-Cladonietum stellaris,880,-9999,0,3,0,15,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11217,Ass. Betulo glandulosae-Cladonietum stellaris,860,-9999,0,5,0,10,0,2,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
11218,Ass. Salici planifoliae-Cladonietum stellaris,890,-9999,0,10,0,10,0,3,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11219,Ass. Salici planifoliae-Cladonietum stellaris,880,-9999,0,8,0,15,0,5,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11220,Ass. Salici planifoliae-Cladonietum stellaris,890,-9999,0,10,0,0,0,15,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11221,Ass. Salici planifoliae-Cladonietum stellaris,905,-9999,0,25,0,5,0,0,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11222,Ass. Salici planifoliae-Cladonietum stellaris,915,-9999,0,1,0,3,0,1,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11223,Ass. Salici planifoliae-Cladonietum stellaris,910,-9999,0,62,0,0,0,0,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11224,Ass. Salici planifoliae-Cladonietum stellaris,880,-9999,0,2,0,10,0,5,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
11225,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,2,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
11226,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,20,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
11227,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,15,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
11228,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,10,0,15,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
11229,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,1,0,3,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
11230,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,3,0,15,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11231,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,5,0,20,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11232,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,0,0,0,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11233,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,2,0,20,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11234,Ass. Carici microchaetae-Cladonietum stellaridis,1000,360,-9999,35,0,12,0,15,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11235,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,80,0,8,0,4,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11236,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,65,0,8,0,5,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11237,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,65,0,3,0,4,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11238,Ass. Carici microchaetae-Cladonietum stellaridis,945,-9999,0,15,0,10,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11239,Ass. Carici microchaetae-Cladonietum stellaridis,950,-9999,0,10,0,6,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11240,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,12,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11241,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,5,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11242,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,8,0,2,0,3,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11243,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11244,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11245,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,15,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
11246,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,35,0,"Releve also in unpublished thesis (Cooper 1983), Table 12, Carex membranacea added from original table, not in published version -note by J. Sibik, 01-22-2014. Bryophyte dominated syntaxa. Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). "
11247,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis (Cooper 1983), Table 12, Campylium halleri added from original table, not in published version -note by J. Sibik, 01-22-2014. Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). "
11248,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,0,0,Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). 
11249,Drepanocladus tundrae-Calliergon sarmentosum comm.,915,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
11250,Drepanocladus tundrae-Calliergon sarmentosum comm.,890,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Carex membranacea has different cover value in original table (50 percent instead of 10 percent in published version) - note by J. Sibik, 01-22-2014. This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986)."
11251,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Salix lanata is originally in releve number 536 with cover value of 2 percent, corrected according to original thesis to 3 percent and move into this releves 535, - note by J. Sibik, 01-22-2014. This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986)."
11252,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
11253,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
11254,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Value of Drepanocladus revolvens in his thesis is 65 percent, no Carex aquatilis noted in this work. In thesis, Carex aquatilis is missing, Drepanocladus tundrae occurs with 1 percent cover values - added here. Also Cyrtomnium hymenophyllum (5 percent) is added from original thesis. In original work this releve is a part of Schistidio-Drepanocladetum revolventis - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11255,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,100,0,0,0,0,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986).
11256,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,25,0,0,0,30,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11257,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,40,0,0,0,30,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11258,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,15,0,0,0,50,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11259,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,40,0,0,0,20,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled  by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11260,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,25,0,0,0,35,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11261,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,70,0,0,0,30,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11262,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,20,0,0,0,20,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled  by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11263,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,30,0,0,0,50,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
11264,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,30,0,0,0,50,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
11265,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,8,0,0,0,10,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
11266,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,0,0,0,0,0,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
